"Account","Flag","Check Number","Date","Payee","Category","Master Category","Sub Category","Memo","Outflow","Inflow","Cleared","Running Balance"
"Us Bank",,,07/02/2015,"Download from usbank.com. UBER            8665761039  CA","Everyday Expenses:Misc","Everyday Expenses","Misc",,$0.00,$25.00,C,$3409.91
"Us Bank",,,07/02/2015,"Download from usbank.com. T3 STARBUCKS L32LOS ANGELES CA","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$1.72,$0.00,C,$3408.19
"Us Bank",,,07/02/2015,"Download from usbank.com. QWENCH Q-007    LOS ANGELES CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$7.80,$0.00,C,$3400.39
"Us Bank",,,07/02/2015,"Download from usbank.com. STARBUCKS CARD R800-782-7282WA","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$10.00,$0.00,C,$3390.39
"Us Bank",,,07/02/2015,"Download from usbank.com. ICE HOUSE       SEGUIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$13.60,$0.00,C,$3376.79
"Us Bank",,,07/02/2015,"Download from usbank.com. Acorns.com","Savings Goals:Savings","Savings Goals","Savings",,$14.35,$0.00,C,$3362.44
"Us Bank",,,07/02/2015,"Download from usbank.com. UBER TECHNOLOGIE866-576-1039CA","Everyday Expenses:Misc","Everyday Expenses","Misc",,$16.02,$0.00,C,$3346.42
"Us Bank",,,07/02/2015,"Download from usbank.com. UBER            866-576-1039CA","Everyday Expenses:Misc","Everyday Expenses","Misc",,$16.51,$0.00,C,$3329.91
"Us Bank",,,07/02/2015,"Download from usbank.com. BETTERMENT","Savings Goals:Savings","Savings Goals","Savings",,$150.00,$0.00,C,$3179.91
"Us Bank",,,07/02/2015,"Download from usbank.com. FIGUEROA HOTEL  LOS ANGELES CA","Everyday Expenses:Misc","Everyday Expenses","Misc",,$153.95,$0.00,C,$3025.96
"Us Bank",,,07/02/2015,"Download from usbank.com. Mosser Companies","Monthly Bills:Rent","Monthly Bills","Rent",,$1582.72,$0.00,C,$1443.24
"Us Bank",,,07/03/2015,"Download from usbank.com. MODCLOTH INC","Income:Available this month","Income","Available this month",,$0.00,$1507.86,C,$2951.10
"Us Bank",,,07/03/2015,"Download from usbank.com. OAK ROW-MARKET31OAKLAND     CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$3.38,$0.00,C,$2947.72
"Us Bank",,,07/03/2015,"Download from usbank.com. PETER RABBIT    HONDO       TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.81,$0.00,C,$2941.91
"Us Bank",,,07/03/2015,"Download from usbank.com. SWA INFLIGHT WIF800-435-9792CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$8.00,$0.00,C,$2933.91
"Us Bank",,,07/03/2015,"Download from usbank.com. STARBUCKS CARD R800-782-7282WA","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$10.00,$0.00,C,$2923.91
"Us Bank",,,07/03/2015,"Download from usbank.com. ICE HOUSE       SEGUIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$16.85,$0.00,C,$2907.06
"Us Bank",,,07/03/2015,"Download from usbank.com. JASONS DELI NBS 830-620-7000TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$19.77,$0.00,C,$2887.29
"Us Bank",,,07/03/2015,"Download from usbank.com. ANDALE MEXICAN ROAKLAND     CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$21.56,$0.00,C,$2865.73
"Us Bank",,,07/03/2015,"Download from usbank.com. TREEHOUSE       800-928-2130FL","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$25.00,$0.00,C,$2840.73
"Us Bank",,,07/03/2015,"Download from usbank.com. CASA VIEJA TAQUESEGUIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$35.25,$0.00,C,$2805.48
"Us Bank",,,07/03/2015,"Download from usbank.com. HEB #173        SEGUIN      TX","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$72.84,$0.00,C,$2732.64
"Us Bank",,,07/03/2015,"Download from usbank.com. CLASSPASS.COM CL888-493-5953NY","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$99.00,$0.00,C,$2633.64
"Us Bank",,,07/03/2015,"Download from usbank.com. SONGBIRD STUDIOSSAN FRANCISCCA","Everyday Expenses:Misc","Everyday Expenses","Misc",,$270.00,$0.00,C,$2363.64
"Us Bank",,,07/06/2015,"Download from usbank.com.","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.20,$0.00,C,$2363.44
"Us Bank",,,07/06/2015,"Download from usbank.com. APL* ITUNES.COM/866-712-7753CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$4.99,$0.00,C,$2358.45
"Us Bank",,,07/06/2015,"Download from usbank.com. LYFT   *RIDE SUN855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$8.72,$0.00,C,$2349.73
"Us Bank",,,07/06/2015,"Download from usbank.com. GHOST PERSONAL  +44207224282","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$10.00,$0.00,C,$2339.73
"Us Bank",,,07/06/2015,"Download from usbank.com. SOUTHWESTAIR*INFDALLAS      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.00,$0.00,C,$2329.73
"Us Bank",,,07/06/2015,"Download from usbank.com. STARBUCKS CARD R800-782-7282WA","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$10.00,$0.00,C,$2319.73
"Us Bank",,,07/06/2015,"Download from usbank.com. Audible US      888-283-5051NJ","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$19.55,$0.00,C,$2300.18
"Us Bank",,,07/06/2015,"Download from usbank.com. AMERICAN FIREWORBASTROP     TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$31.85,$0.00,C,$2268.33
"Us Bank",,,07/06/2015,"Download from usbank.com. NATURAL BRIDGE WSAN ANTONIO TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$40.76,$0.00,C,$2227.57
"Us Bank",,,07/06/2015,"Download from usbank.com. SPROUTS FARMERS SAN ANTONIO TX","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$42.90,$0.00,C,$2184.67
"Us Bank",,,07/06/2015,"Download from usbank.com. MAC AND ERNIES RTARPLEY     TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$48.39,$0.00,C,$2136.28
"Us Bank",,,07/07/2015,"Download from usbank.com. Acorns.com","Savings Goals:Savings","Savings Goals","Savings",,$9.07,$0.00,C,$2127.21
"Us Bank",,,07/07/2015,"Download from usbank.com. SQ *WRIGHT BROS.Austin      TX","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$9.50,$0.00,C,$2117.71
"Us Bank",,,07/07/2015,"Download from usbank.com. SQ *WRIGHT BROS.Austin      TX","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$14.00,$0.00,C,$2103.71
"Us Bank",,,07/07/2015,"Download from usbank.com. BILL & ROSAS KK D HANIS     TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$41.70,$0.00,C,$2062.01
"Us Bank",,,07/07/2015,"Download from usbank.com. GP*BUFALINA     AUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$41.81,$0.00,C,$2020.20
"Us Bank",,,07/08/2015,"Download from usbank.com. CENOTE          AUSTIN      TX","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$3.25,$0.00,C,$2016.95
"Us Bank",,,07/08/2015,"Download from usbank.com. PAYPAL","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$5.22,$0.00,C,$2011.73
"Us Bank",,,07/08/2015,"Download from usbank.com. WALGREENS 1920 EAUSTIN      TX","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$10.93,$0.00,C,$2000.80
"Us Bank",,,07/08/2015,"Download from usbank.com. SQ *IRONWOOD BBQAustin      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$14.95,$0.00,C,$1985.85
"Us Bank",,,07/08/2015,"Download from usbank.com. SQ *IRONWOOD BBQAustin      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$15.00,$0.00,C,$1970.85
"Us Bank",,,07/09/2015,"Download from usbank.com. LYFT   *RIDE TUE855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$6.65,$0.00,C,$1964.20
"Us Bank",,,07/09/2015,"Download from usbank.com. SQ *CAFFE MEDICIAustin      TX","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$7.00,$0.00,C,$1957.20
"Us Bank",,,07/09/2015,"Download from usbank.com. ORANGE LEAFE 032AUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$8.17,$0.00,C,$1949.03
"Us Bank",,,07/09/2015,"Download from usbank.com. BUZZ MILL COFFEEAUSTIN      TX","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$8.25,$0.00,C,$1940.78
"Us Bank",,,07/09/2015,"Download from usbank.com. CASINO EL CAMINOAUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$23.00,$0.00,C,$1917.78
"Us Bank",,,07/09/2015,"Download from usbank.com. BUZZ MILL COFFEEAUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$36.00,$0.00,C,$1881.78
"Us Bank",,,07/09/2015,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$41.78,$0.00,C,$1840.00
"Us Bank",,,07/09/2015,"Download from usbank.com. SILO ON 7TH     AUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$44.44,$0.00,C,$1795.56
"Us Bank",,,07/10/2015,"Download from usbank.com. SHELL Service StAUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.39,$0.00,C,$1793.17
"Us Bank",,,07/10/2015,"Download from usbank.com. 071015PLUSTERM222 E 6TH ST    AUSTIN      TXUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.50,$0.00,C,$1790.67
"Us Bank",,,07/10/2015,"Download from usbank.com. 071015PLUSTERM2001 BARTON SPRIAUSTIN      TXUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.50,$0.00,C,$1788.17
"Us Bank",,,07/10/2015,"Download from usbank.com. LYFT   *RIDE THU855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$6.65,$0.00,C,$1781.52
"Us Bank",,,07/10/2015,"Download from usbank.com. LYFT   *RIDE THU855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$6.65,$0.00,C,$1774.87
"Us Bank",,,07/10/2015,"Download from usbank.com. SQ *VINTAGE HEARAustin      TX","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$7.75,$0.00,C,$1767.12
"Us Bank",,,07/10/2015,"Download from usbank.com. ROYAL BLUE GROCEAUSTIN      TX","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$8.50,$0.00,C,$1758.62
"Us Bank",,,07/10/2015,"Download from usbank.com. Acorns.com","Savings Goals:Savings","Savings Goals","Savings",,$9.99,$0.00,C,$1748.63
"Us Bank",,,07/10/2015,"Download from usbank.com. SQ *VERACRUZ ALLAustin      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.28,$0.00,C,$1737.35
"Us Bank",,,07/10/2015,"Download from usbank.com. YELLOW JACKET SOAUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$12.33,$0.00,C,$1725.02
"Us Bank",,,07/10/2015,"Download from usbank.com. THE JACKALOPE   AUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$12.82,$0.00,C,$1712.20
"Us Bank",,,07/10/2015,"Download from usbank.com. 222 E 6TH ST    AUSTIN      TXUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$24.50,$0.00,C,$1687.70
"Us Bank",,,07/10/2015,"Download from usbank.com. EASY TIGER      512-4678776 TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$36.40,$0.00,C,$1651.30
"Us Bank",,,07/10/2015,"Download from usbank.com. 2001 BARTON SPRIAUSTIN      TXUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$42.50,$0.00,C,$1608.80
"Us Bank",,,07/10/2015,"Download from usbank.com. THE HIGHTOWER REAUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$55.81,$0.00,C,$1552.99
"Us Bank",,,07/13/2015,"Download from usbank.com. SQ *BLUE BOTTLE San FranciscCA","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$5.00,$0.00,C,$1547.99
"Us Bank",,,07/13/2015,"Download from usbank.com. LYFT   *RIDE FRI855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$6.31,$0.00,C,$1541.68
"Us Bank",,,07/13/2015,"Download from usbank.com. LYFT   *RIDE SAT855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$6.65,$0.00,C,$1535.03
"Us Bank",,,07/13/2015,"Download from usbank.com. LYFT   *RIDE WED855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$6.70,$0.00,C,$1528.33
"Us Bank",,,07/13/2015,"Download from usbank.com. LYFT   *RIDE FRI855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$7.43,$0.00,C,$1520.90
"Us Bank",,,07/13/2015,"Download from usbank.com. AUSTIN PARKING MAUSTIN      TX","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$8.00,$0.00,C,$1512.90
"Us Bank",,,07/13/2015,"Download from usbank.com. BUFFER          4155390176  CA","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$10.00,$0.00,C,$1502.90
"Us Bank",,,07/13/2015,"Download from usbank.com. RECESS ARCADE BA512-6989852 TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$14.00,$0.00,C,$1488.90
"Us Bank",,,07/13/2015,"Download from usbank.com. BLENDERS & BOWLSAUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$14.88,$0.00,C,$1474.02
"Us Bank",,,07/13/2015,"Download from usbank.com. Audible         888-283-5051NJ","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$14.95,$0.00,C,$1459.07
"Us Bank",,,07/13/2015,"Download from usbank.com. PAYPAL","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$16.91,$0.00,C,$1442.16
"Us Bank",,,07/13/2015,"Download from usbank.com. CENOTE          AUSTIN      TX","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$20.57,$0.00,C,$1421.59
"Us Bank",,,07/13/2015,"Download from usbank.com. THE GINGER MAN  AUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$20.68,$0.00,C,$1400.91
"Us Bank",,,07/13/2015,"Download from usbank.com. Audible US      888-283-5051NJ","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$22.05,$0.00,C,$1378.86
"Us Bank",,,07/13/2015,"Download from usbank.com. DNC TRAVEL - AUSAUSTIN      TX","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$23.11,$0.00,C,$1355.75
"Us Bank",,,07/13/2015,"Download from usbank.com. THE GINGER MAN  AUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$24.57,$0.00,C,$1331.18
"Us Bank",,,07/13/2015,"Download from usbank.com. PAYPAL","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$24.84,$0.00,C,$1306.34
"Us Bank",,,07/13/2015,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$38.55,$0.00,C,$1267.79
"Us Bank",,,07/13/2015,"Download from usbank.com. BOULDIN CREEK COAUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$39.93,$0.00,C,$1227.86
"Us Bank",,,07/13/2015,"Download from usbank.com. VENMO           855-812-4430NY","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$61.00,$0.00,C,$1166.86
"Us Bank",,,07/13/2015,"Download from usbank.com. TRADER JOE'S #20SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$110.82,$0.00,C,$1056.04
"Us Bank",,,07/14/2015,"Download from usbank.com. Acorns.com","Savings Goals:Savings","Savings Goals","Savings",,$5.57,$0.00,C,$1050.47
"Us Bank",,,07/14/2015,"Download from usbank.com. ONIGILLY        SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.50,$0.00,C,$1040.97
"Us Bank",,,07/14/2015,"Download from usbank.com. LYFT   *RIDE SAT855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$12.80,$0.00,C,$1028.17
"Us Bank",,,07/14/2015,"Download from usbank.com. 0282 PLANET FITNSAN FRANCISCCA","Everyday Expenses:Health & Fitness","Everyday Expenses","Health & Fitness",,$20.00,$0.00,C,$1008.17
"Us Bank",,,07/14/2015,"Download from usbank.com. BLUE DAHLIA BISTAUSTIN      TX","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$28.96,$0.00,C,$979.21
"Us Bank",,,07/15/2015,"Download from usbank.com. SQWIGGLE INC","Income:Available this month","Income","Available this month",,$0.00,$1798.57,C,$2777.78
"Us Bank",,,07/15/2015,"Download from usbank.com. PROSPER MARKETPL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.00,$97.96,C,$2875.74
"Us Bank",,,07/15/2015,"Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$6.97,$0.00,C,$2868.77
"Us Bank",,,07/15/2015,"Download from usbank.com. 0282 PLANET FITNSAN FRANCISCCA","Everyday Expenses:Health & Fitness","Everyday Expenses","Health & Fitness",,$20.00,$0.00,C,$2848.77
"Us Bank",,,07/15/2015,"Download from usbank.com. PROSPER MARKETPL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$97.96,$0.00,C,$2750.81
"Us Bank",,,07/15/2015,"Download from usbank.com. ATT","Monthly Bills:Cell Phone","Monthly Bills","Cell Phone",,$142.73,$0.00,C,$2608.08
"Us Bank",,,07/16/2015,"Download from usbank.com. Acorns.com","Savings Goals:Savings","Savings Goals","Savings",,$9.93,$0.00,C,$2598.15
"Us Bank",,,07/16/2015,"Download from usbank.com. VENMO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$16.00,$0.00,C,$2582.15
"Us Bank",,,07/16/2015,"Download from usbank.com. TARGET T3201    SAN FRANCISCCA---- You Requested $20.00 in Cash Back","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$20.75,$0.00,C,$2561.40
"Us Bank",,,07/16/2015,"Download from usbank.com. BETTERMENT","Savings Goals:Savings","Savings Goals","Savings",,$150.00,$0.00,C,$2411.40
"Us Bank",,,07/17/2015,"Download from usbank.com. MODCLOTH INC","Income:Available this month","Income","Available this month",,$0.00,$1827.48,C,$4238.88
"Us Bank",,,07/17/2015,"Download from usbank.com. BART-CLIPPER 19TOAKLAND     CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$2.00,$0.00,C,$4236.88
"Us Bank",,,07/17/2015,"Download from usbank.com. SQ *BLUE BOTTLE San FranciscCA","Everyday Expenses:Coffee Shop","Everyday Expenses","Coffee Shop",,$4.00,$0.00,C,$4232.88
"Us Bank",,,07/17/2015,"Download from usbank.com. CHIPOTLE 1857   SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$8.86,$0.00,C,$4224.02
"Us Bank",,,07/17/2015,"Download from usbank.com. PLANET FIT","Everyday Expenses:Health & Fitness","Everyday Expenses","Health & Fitness",,$19.99,$0.00,C,$4204.03
"Us Bank",,,07/17/2015,"Download from usbank.com. BT TASKRABBIT F888-661-8105CA","Everyday Expenses:Misc","Everyday Expenses","Misc",,$131.25,$0.00,C,$4072.78
"Us Bank",,,07/17/2015,"Download from usbank.com. 7246","Debt:Eric's Credit Card","Debt","Eric's Credit Card",,$300.00,$0.00,C,$3772.78
"Us Bank",,,07/20/2015,"Download from usbank.com. Amazon Video On 866-216-1072WA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.99,$0.00,C,$3769.79
"Us Bank",,,07/20/2015,"Download from usbank.com. PAYPAL","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$9.99,$0.00,C,$3759.80
"Us Bank",,,07/20/2015,"Download from usbank.com. TARGET T0328    Dublin      CA---- You Requested $10.00 in Cash Back","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$15.79,$0.00,C,$3744.01
"Us Bank",,,07/21/2015,"Download from usbank.com. 072015PLUSTERM300 KEARNY STREESAN FRANCISCCAUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.50,$0.00,C,$3741.51
"Us Bank",,,07/21/2015,"Download from usbank.com. Acorns.com","Savings Goals:Savings","Savings Goals","Savings",,$6.15,$0.00,C,$3735.36
"Us Bank",,,07/21/2015,"Download from usbank.com. 300 KEARNY STREESAN FRANCISCCAUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$22.99,$0.00,C,$3712.37
"Us Bank",,,07/22/2015,"Download from usbank.com. PROSPER MARKETPL","Everyday Expenses:Misc","Everyday Expenses","Misc",,$0.00,$102.42,C,$3814.79
"Us Bank",,,07/22/2015,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.00,$30.63,C,$3845.42
"Us Bank",,,07/22/2015,"Download from usbank.com.","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.00,$6.95,C,$3852.37
"Us Bank",,,07/22/2015,"Download from usbank.com.","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$6.95,$0.00,C,$3845.42
"Us Bank",,,07/23/2015,"Download from usbank.com. Acorns.com","Savings Goals:Savings","Savings Goals","Savings",,$0.00,$460.10,C,$4305.52
"Us Bank",,,07/23/2015,"Download from usbank.com. Amazon Video On 866-216-1072WA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$1.99,$0.00,C,$4303.53
"Us Bank",,,07/23/2015,"Download from usbank.com. PAYPAL","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$9.99,$0.00,C,$4293.54
"Us Bank",,,07/23/2015,"Download from usbank.com. Spotify USA     877-778-1161NY","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$9.99,$0.00,C,$4283.55
"Us Bank",,,07/23/2015,"Download from usbank.com. MR HOLMES BAKEHOSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$23.93,$0.00,C,$4259.62
"Us Bank",,,07/24/2015,"Download from usbank.com. AMAZONDIGITALSVC866-216-1072WA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$1.99,$0.00,C,$4257.63
"Us Bank",,,07/24/2015,"Download from usbank.com. Amazon Video On 866-216-1072WA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$1.99,$0.00,C,$4255.64
"Us Bank",,,07/24/2015,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$30.63,$0.00,C,$4225.01
"Us Bank",,,07/24/2015,"Download from usbank.com. BETTERMENT","Savings Goals:Savings","Savings Goals","Savings",,$460.10,$0.00,C,$3764.91
"Us Bank",,,07/24/2015,"Download from usbank.com. CAPITAL ONE","Pre-YNAB Debt:Venture Card","Pre-YNAB Debt","Venture Card",,$935.51,$0.00,C,$2829.40
"Us Bank",,,07/27/2015,"Download from usbank.com. 072715PLUSTERM2399  MARKET ST SAN FRANCISCCAUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.50,$0.00,C,$2826.90
"Us Bank",,,07/27/2015,"Download from usbank.com. VENMO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$7.50,$0.00,C,$2819.40
"Us Bank",,,07/27/2015,"Download from usbank.com. 2399  MARKET ST SAN FRANCISCCAUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$43.50,$0.00,C,$2775.90
"Us Bank",,,07/29/2015,"Download from usbank.com. CAPITAL ONE","Pre-YNAB Debt:Venture Card","Pre-YNAB Debt","Venture Card",,$402.22,$0.00,C,$2373.68
"Us Bank",,,07/30/2015,"Download from usbank.com. MAILCHIMP       MAILCHIMP.COGA","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$10.00,$0.00,C,$2363.68
"Us Bank",,,07/31/2015,"Download from usbank.com. MODCLOTH INC","Income:Available this month","Income","Available this month",,$0.00,$1981.50,C,$4345.18
"Us Bank",,,07/31/2015,"Download from usbank.com. SQWIGGLE INC","Income:Available this month","Income","Available this month",,$0.00,$1798.57,C,$6143.75
"Us Bank",,,08/03/2015,"Download from usbank.com. SONGBIRD STUDIOSSAN FRANCISCCA","Everyday Expenses:Misc","Everyday Expenses","Misc",,$270.00,$0.00,C,$5873.75
"Us Bank",,,08/04/2015,"Download from usbank.com. Amazon Video On 866-216-1072WA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.99,$0.00,C,$5870.76
"Us Bank",,,08/04/2015,"Download from usbank.com. BETTERMENT","Savings Goals:Savings","Savings Goals","Savings",,$150.00,$0.00,C,$5720.76
"Us Bank",,,08/05/2015,"Download from usbank.com. Amazon Video On 866-216-1072WA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.00,$2.99,C,$5723.75
"Us Bank",,,08/05/2015,"Download from usbank.com. Amazon Video On 866-216-1072WA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$1.99,$0.00,C,$5721.76
"Us Bank",,,08/05/2015,"Download from usbank.com. CAPITAL ONE","Pre-YNAB Debt:Venture Card","Pre-YNAB Debt","Venture Card",,$769.63,$0.00,C,$4952.13
"Us Bank",,,08/10/2015,"Download from usbank.com. VENMO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.00,$21.31,C,$4973.44
"Us Bank",,,08/10/2015,"Download from usbank.com. Amazon Video On 866-216-1072WA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$3.99,$0.00,C,$4969.45
"Us Bank",,,08/10/2015,"Download from usbank.com. CAPITAL ONE","Pre-YNAB Debt:Venture Card","Pre-YNAB Debt","Venture Card",,$998.88,$0.00,C,$3970.57
"Us Bank",,,08/11/2015,"Download from usbank.com. LYFT   *RIDE MON855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$9.05,$0.00,C,$3961.52
"Us Bank",,,08/11/2015,"Download from usbank.com. Mosser Companies","Monthly Bills:Rent","Monthly Bills","Rent",,$1629.03,$0.00,C,$2332.49
"Us Bank",,,08/12/2015,"Download from usbank.com. VENMO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$8.00,$0.00,C,$2324.49
"Us Bank",,,08/12/2015,"Download from usbank.com. WALGREENS 100 SASAN FRANCISCCA---- You Requested $20.00 in Cash Back","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$21.02,$0.00,C,$2303.47
"Us Bank",,,08/13/2015,"Download from usbank.com. BUFFER          415-539-0176CA","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$10.00,$0.00,C,$2293.47
